"Sr","INDEX","DATE","..MAX","..MIN","AW","..R.F","SLP","MSP","DPT","RH","VP"
"322",42920,1969-11-19,31.6,15.8,6,0,945.7,1012.95,11.65,45.5,12.5
"323",42920,1969-11-20,30.6,12.6,6,0,944.85,1012.35,10.55,43.5,11.5
"324",42920,1969-11-21,30.5,11.4,6,0,943.85,1011.3,5.6,32,9.5
"325",42920,1969-11-22,30.4,12.3,6,0,943.95,1011.25,7.8,37.5,8
"326",42920,1969-11-23,29.8,13,5,0,945.75,1013.25,9.6,42,4.5
"327",42920,1969-11-24,30,13.5,5,0,947.1,1014.5,12.25,47,12.5
"328",42920,1969-11-25,30.4,13.6,7,0,946.85,1014.25,11.75,45.5,8
"329",42920,1969-11-26,30.4,14.3,7,0,945.8,1013.15,11.9,46.5,3.5
"330",42920,1969-11-27,31.3,17,4,0,945.1,1012.75,15,61.5,2.5
"331",42920,1969-11-28,29.7,17.7,5,0,945.3,1012.6,15.9,59.5,4.5
"332",42920,1969-11-29,30.6,17.5,8,16.2,946.45,1014.2,18.55,75.5,1
"333",42920,1969-11-30,28.3,18.3,5,0.5,945.85,1013.55,18.25,75.5,13.5
"334",42920,1969-12-01,28.1,16.8,5,0,945.95,1013.7,14.4,61.5,4.5
"335",42920,1969-12-02,27.9,14.6,5,0,946.95,1014.75,13.1,54,4.5
"336",42920,1969-12-03,28.9,14,6,0,946.85,1014.65,9.65,43,8
"337",42920,1969-12-04,29,14.6,5,0,945,1012.65,11.65,49,22.5
"338",42920,1969-12-05,29.4,16.6,5,0,945.05,1012.85,12.7,55,4.5
"339",42920,1969-12-06,28.6,16.3,5,0,944.7,1012.4,8.95,41.5,10.5
"340",42920,1969-12-07,28.5,17,5,0,943.7,1011.35,9.45,47,4.5
"341",42920,1969-12-08,28.9,14.6,6,0,944.25,1012,8.4,41.5,9
"342",42920,1969-12-09,28.7,17,6,0,945.25,1013.15,12.6,54.5,5.5
"343",42920,1969-12-10,27,16.6,4,0,944.5,1012.5,13.15,60,3.5
"344",42920,1969-12-11,26.1,11.8,6,0,943.6,1011.25,11.4,51.5,8
"345",42920,1969-12-12,29,11.2,6,0,943.75,1011.55,9.25,47,2.5
"346",42920,1969-12-13,29.2,11.8,6,0,943.8,1011.6,9.7,45.5,12.5
"347",42920,1969-12-14,28,11.6,7,0,944.1,1012.1,8.65,48,4.5
"348",42920,1969-12-15,26.7,7.5,8,0,945.5,1013.85,5.55,40,12.5
"349",42920,1969-12-16,27.2,10.4,10,0,946.45,1014.45,9.1,43.5,14
"350",42920,1969-12-17,28.3,11.6,8,0,947.55,1015.4,8.95,40,8
"351",42920,1969-12-18,29.3,11.6,7,0,947.8,1015.25,6.1,35,17
"352",42920,1969-12-19,29.6,8.5,6,0,946.05,1014.15,5.5,37.5,16
"353",42920,1969-12-20,30.2,8.6,5,0,946.1,1014.15,3.6,33.5,3.5
"354",42920,1969-12-21,31,8.3,5,0,946.9,1014.9,4.85,33.5,0
"355",42920,1969-12-22,30.5,9.4,5,0,947.9,1016.1,6.05,37.5,12.5
"356",42920,1969-12-23,29.6,7.4,6,0,946.6,1014.8,6.2,39,7
"357",42920,1969-12-24,28.6,9.3,6,0,946.45,1014.75,7.45,44,11.5
"358",42920,1969-12-25,28.2,10,5,0,947.25,1015.65,7.4,44.5,7
"359",42920,1969-12-26,28,9.1,7,0,947.2,1015.7,6.15,42.5,11.5
"360",42920,1969-12-27,27.1,6.5,7,0,946.85,1015.65,3.3,37,0
"361",42920,1969-12-28,26.6,7.1,5,0,946.85,1015.6,4.05,37.5,21.5
"362",42920,1969-12-29,27.4,8,6,0,947.15,1015.9,6.2,43.5,4.5
"363",42920,1969-12-30,28,10.1,6,0,947.5,1015.95,7.45,43,8
"364",42920,1969-12-31,27.6,8.3,6,0,948.05,1016.6,7.2,43.5,4.5
"365",42920,1970-01-01,27.6,10,5,0,947.75,1016.45,6.9,44.5,7
"366",42920,1970-01-02,28,7.6,7,0,947.8,1016.4,5.5,40.5,0
"367",42920,1970-01-03,29,8.9,6,0,947.25,1015.4,6.6,39.5,31.5
"368",42920,1970-01-04,29.4,8.5,7,0,944.7,1012.95,6.05,40.5,0
"369",42920,1970-01-05,29.1,7.8,6,0,943.75,1012.05,5.35,39,3.5
"370",42920,1970-01-06,28.7,8.2,6,0,944.75,1013.25,4.95,38.5,13.5
"371",42920,1970-01-07,29.6,7.3,8,0,945.5,1013.7,4.4,35,11.5
"372",42920,1970-01-08,29.4,9.5,7,0,945.4,1014.05,4.95,43,14.5
"373",42920,1970-01-09,30.1,9.6,8,0,945.7,1014.25,7.05,46,13.5
"374",42920,1970-01-10,29.2,10.6,6,0,945.05,1013.15,8,46.5,13.5
"375",42920,1970-01-11,30,9,8,0,945.4,1014,8.05,48.5,16
"376",42920,1970-01-12,28.3,8,6,0,945.7,1014.2,8,47.5,0
"377",42920,1970-01-13,27.6,8.9,7,0,945.85,1014.25,9.35,50.5,12.5
"378",42920,1970-01-14,28.3,10.6,5,0,945.45,1013.35,9.7,45.5,13.5
"379",42920,1970-01-15,30,11,7,0,944.5,1012.55,8.9,46,13.5
"380",42920,1970-01-16,28.9,11.5,8,0,943.7,1011.85,11,54,27
"381",42920,1970-01-17,28.6,11.4,6,0,944.6,1013,10.7,56.5,13.5
"382",42920,1970-01-18,30.1,12.4,6,0,945.45,1013.4,11.65,53.5,16
"383",42920,1970-01-19,29.4,14.2,5,0.5,945.4,1013.55,13.5,65.5,25
"384",42920,1970-01-20,27.8,16,11,0,944.45,1012.95,13.25,67.5,27
"385",42920,1970-01-21,25.9,NA,15,0,944.4,1013.5,6.3,52.5,20.5
"386",42920,1970-01-22,24.7,4.8,5,0,943.9,1012.4,5.45,43,7
"387",42920,1970-01-23,26.2,7.5,6,0,943.9,1011.8,4.95,36,12.5
"388",42920,1970-01-24,30.6,10.4,8,0,942.85,1010.85,6.1,40,13.5
"389",42920,1970-01-25,31,13,11,0,943.1,1011.3,11.7,63,28
"390",42920,1970-01-26,26.8,10.5,10,0,943.55,1012,12.2,64.5,29.5
"391",42920,1970-01-27,26.4,9,11,0,943.7,1011.95,5.65,45.5,0
"392",42920,1970-01-28,27,7.4,7,0,943.7,1011.75,4.3,33,9
"393",42920,1970-01-29,27.3,10.7,7,0,942.8,1010.55,7.15,38,12.5
"394",42920,1970-01-30,30.7,13.6,10,0,944.9,1013.05,11,56.5,28
"395",42920,1970-01-31,27.4,9.3,11,0,943.65,1011.95,8.55,50.5,13.5
"396",42920,1970-02-01,29.1,NA,9,0,942.55,1010.6,7.25,46.5,13.5
"397",42920,1970-02-02,30,11.3,8,0,943.5,1010.85,8.15,42.5,13.5
"398",42920,1970-02-03,31.2,10.3,9,0,944.5,1012.35,6.65,37,9
"399",42920,1970-02-04,30.4,12,5,0,944.55,1012.05,5.05,33,13.5
"400",42920,1970-02-05,32.1,10.8,8,0,944.55,1012.45,5.75,38,16
"401",42920,1970-02-06,31.9,11.7,8,0,944.3,1011.95,5.85,34,3.5
"402",42920,1970-02-07,31.2,11.9,5,0,944.6,1012,4.8,30,3.5
"403",42920,1970-02-08,32.2,12.7,6,0,945.3,1012.5,6.25,32,12.5
"404",42920,1970-02-09,32.9,13,7,0,945.95,1013.45,6.55,36,7
"405",42920,1970-02-10,32.9,12.5,7,0,945,1012.3,4.75,29.5,11.5
"406",42920,1970-02-11,32.6,12.3,7,0,945.05,1012.2,3.4,25,26
"407",42920,1970-02-12,32.8,13,8,0,945.3,1012.5,2.05,24,14.5
"408",42920,1970-02-13,33,10.6,9,0,944.5,1011.85,4.95,31,14.5
"409",42920,1970-02-14,32.3,13.3,7,0,944.95,1012.25,8.1,37,13.5
"410",42920,1970-02-15,33.2,12.8,9,0,945.45,1012.55,8.2,33.5,28
"411",42920,1970-02-16,33.6,12.5,9,0,945.15,1012.5,11,46,11.5
"412",42920,1970-02-17,32.8,14,7,0,942.6,1009.75,10.15,44,13.5
"413",42920,1970-02-18,33.9,15.9,10,0,942.3,1009.85,14.4,61,13.5
"414",42920,1970-02-19,29.6,13.3,12,0,943.9,1011.7,12,56.5,29
"415",42920,1970-02-20,28.1,11.2,9,0,944.35,1011.95,8.2,42.5,14.5
"416",42920,1970-02-21,30.5,12.9,7,0,942.8,1010.1,8.5,40,29
"417",42920,1970-02-22,30.3,11.2,10,0,941.75,1009.4,12.6,58,28.5
"418",42920,1970-02-23,28.8,12,10,0,941.8,1009.65,15.7,69.5,28
"419",42920,1970-02-24,29.9,12.5,12,0,942.8,1010.1,14.5,61,30.5
"420",42920,1970-02-25,32.9,11.5,11,0,942.7,1009.7,12.3,53,13.5
"421",42920,1970-02-26,33.7,12.4,10,0,941.85,1008.8,15.7,59,13.5
"422",42920,1970-02-27,35,15.6,10,0,942.75,1009.3,15.5,59,13.5
"423",42920,1970-02-28,32.2,16.1,14,0,943.45,1010.55,15.35,60.5,26
"424",42920,1970-03-01,32.3,13.7,12,0,942.65,1009.45,13.25,48.5,25
"425",42920,1970-03-02,33.4,15.5,11,0,942.25,1009.2,9.35,43,13.5
"426",42920,1970-03-03,32.1,13.8,14,0,941.85,1008.9,4.8,30,28
"427",42920,1970-03-04,31,13.4,13,0,940.5,1007.45,5.25,29,13.5
"428",42920,1970-03-05,30.5,12,11,0,939.6,1006.7,5.7,35.5,11.5
"429",42920,1970-03-06,30.4,14,11,0,940,1007.2,11.9,53,27
"430",42920,1970-03-07,30.1,13.4,10,0,941.4,1008.45,10.3,44,27
"431",42920,1970-03-08,31,14.3,11,0,942.55,1009.35,12.55,46.5,23
"432",42920,1970-03-09,31.6,15.4,10,0,941.9,1008.6,13.25,46,27
"433",42920,1970-03-10,33.9,14.5,14,0,941.7,1008.5,13.15,50,30.5
"434",42920,1970-03-11,32,10.4,11,0,941.85,1008.95,13.35,57.5,29.5
"435",42920,1970-03-12,32.3,12.7,11,0,940.75,1007.6,12.95,47.5,27
"436",42920,1970-03-13,32.3,11.6,12,0,941.35,1008.55,4.2,32.5,17
"437",42920,1970-03-14,33.3,13.4,9,0,941.75,1008.05,4.95,27.5,11.5
"438",42920,1970-03-15,34.9,15,9,0,942.4,1008.6,9.45,35.5,13.5
"439",42920,1970-03-16,36,15.7,9,0,941.7,1007.55,3.85,19.5,14.5
"440",42920,1970-03-17,36.9,18.6,12,0,941.5,1007.45,7.3,25.5,11.5
"441",42920,1970-03-18,36.2,17.2,11,0,942.15,1008.55,7.7,35,14.5
"442",42920,1970-03-19,34.6,16.2,12,0,943.3,1010,4.5,42.5,29.5
"443",42920,1970-03-20,33.7,13.6,13,0,943.1,1009.25,7.45,27.5,65.5
"444",42920,1970-03-21,35.5,14,8,0,942.25,1008.15,5.1,29,7
"445",42920,1970-03-22,37.2,17.4,11,0,941.7,1007.65,0.4,13,30.5
"446",42920,1970-03-23,36.7,17.4,13,0,941.65,1007.6,3.1,18.5,29.5
"447",42920,1970-03-24,36,15.6,12,0,941.55,1007.15,9.65,28.5,27
"448",42920,1970-03-25,37.3,17.2,12,0,942.1,1007.5,7.95,23,16
"449",42920,1970-03-26,37.9,20.2,11,0,942.6,1008.05,8.45,24.5,20.5
"450",42920,1970-03-27,39,18,12,0,941.2,1006.85,14.4,37,16
"451",42920,1970-03-28,39,21.3,13,0,940.55,1005.7,18.5,43.5,30.5
"452",42920,1970-03-29,37.8,20.3,16,0,940.45,1006.15,4.25,20,29.5
"453",42920,1970-03-30,36.6,16,17,0,941.1,1006.85,8,26,30.5
"454",42920,1970-03-31,36.4,19.4,18,0,942.2,1008.35,7.45,26,30.5
"455",42920,1970-04-01,35,15.4,14,0,942.6,1008.75,6.45,24.5,97
"456",42920,1970-04-02,34.8,15,15,0,941.05,1007.25,9.3,32.5,117.5
"457",42920,1970-04-03,34.8,14.5,12,0,941.4,1007.35,4.65,22,85
"458",42920,1970-04-04,36.5,18.8,9,0,942.1,1007.9,11.8,34,138
"459",42920,1970-04-05,37.2,21.2,13,0,944.85,1011.3,13.95,41.5,160
"460",42920,1970-04-06,33.7,19.8,7,0,945.05,1012.25,10.1,39,123
"461",42920,1970-04-07,34.5,17.8,8,2.4,944,1010.05,15.3,46.5,175.5
"462",42920,1970-04-08,36.2,19.5,12,0,942.9,1008.5,14.9,41.5,169.5
"463",42920,1970-04-09,35.4,17.7,12,0,941.15,1007.4,10.95,37,133.5
"464",42920,1970-04-10,35,16.5,10,0,940.35,1006,8.75,28,113
"465",42920,1970-04-11,36.6,20,13,0,941.8,1007.1,10.15,29.5,127.5
"466",42920,1970-04-12,37.7,19.2,13,0,941.25,1006.45,12.5,29,145.5
"467",42920,1970-04-13,39.2,23.2,9,0,940.7,1005.5,14.95,32,171
"468",42920,1970-04-14,39.8,23,10,0,940.45,1005.55,15.85,37,180
"469",42920,1970-04-15,40,24,11,0,941,1006.05,15.5,35,177
"470",42920,1970-04-16,39.2,23.2,13,0,942.55,1009,19.35,61.5,224.5
"471",42920,1970-04-17,37.6,20,8,1.9,939.75,1005.05,18.4,47,211.5
"472",42920,1970-04-18,37.7,19.5,11,0,938.35,1003.45,17.05,40.5,194.5
"473",42920,1970-04-19,38.7,19,15,0,938.95,1004.2,16.45,40,189
"474",42920,1970-04-20,38.9,16.2,13,0,940.2,1005.3,11,30,137.5
"475",42920,1970-04-21,39.5,20,15,0,940.05,1004.65,7.85,20.5,106
"476",42920,1970-04-22,41,22.5,13,0,939.8,1004.2,10.05,21,123
"477",42920,1970-04-23,40.9,22.6,13,0,939.2,1003.6,11.65,24.5,137
"478",42920,1970-04-24,41.9,23,12,0,939.8,1004.8,18.4,41,213.5
"479",42920,1970-04-25,40.8,20.5,15,0,939.85,1004.85,19,43.5,222
"480",42920,1970-04-26,39.7,22.5,26,0,940.4,1005.65,20.55,52,242
"481",42920,1970-04-27,40.1,24,19,0,941.1,1006.15,19.55,46,227.5
"482",42920,1970-04-28,39.3,22.6,21,0,940.45,1005.3,15.4,40.5,175.5
"483",42920,1970-04-29,38.6,23.8,17,0,939.05,1003.9,9.8,23,122
"484",42920,1970-04-30,39.7,20,14,0,939.05,1004.1,15.2,35.5,173.5
"485",42920,1970-05-01,39.1,19,14,0,938.9,1004.15,16.7,40.5,194
"486",42920,1970-05-02,38.6,18,16,0,937.2,1002.2,11.95,29,139.5
"487",42920,1970-05-03,40,21.3,16,0,937.25,1001.85,16.95,36.5,195.5
"488",42920,1970-05-04,40.3,22.2,17,0,938.7,1003.8,19.45,48,225.5
"489",42920,1970-05-05,39.3,22.2,18,0,938.8,1003.85,18.25,44.5,210
"490",42920,1970-05-06,37.8,22.2,19,0,938.15,1003.15,18.8,44.5,217.5
"491",42920,1970-05-07,38.8,24.5,19,0,939,1003.9,14.25,30,162.5
"492",42920,1970-05-08,38.5,20,17,0,939.55,1004.65,17.5,43.5,200.5
"493",42920,1970-05-09,38.8,20,15,0,938.85,1003.7,18.3,42.5,210
"494",42920,1970-05-10,39.7,23.7,16,0,937.35,1001.75,18.1,39,208.5
"495",42920,1970-05-11,41,23.9,15,0,936.35,1001,21.65,49,260
"496",42920,1970-05-12,41.2,26.3,19,0,937.3,1002.05,21.45,47.5,249.5
"497",42920,1970-05-13,38.9,25.1,18,0,938.8,1004.05,20.6,53,243
"498",42920,1970-05-14,38.3,23.2,24,0,939.3,1004.85,21.2,59,251.5
"499",42920,1970-05-15,36.3,22.6,22,0,938.25,1003.8,22.2,63,268
"500",42920,1970-05-16,37.1,23,22,0,939.35,1005.05,20.3,60,239
"501",42920,1970-05-17,36.1,22.5,21,0,938.95,1004.3,21.05,57,249.5
"502",42920,1970-05-18,36.3,22,23,0,938.55,1004.2,21.6,61,258
"503",42920,1970-05-19,36.3,23,25,0,937.9,1003.35,20,57,235.5
"504",42920,1970-05-20,37.2,23.4,25,0,936.85,1002.25,19.7,54.5,230.5
"505",42920,1970-05-21,36.9,23.5,20,0,937.95,1003.4,19.8,55.5,232
"506",42920,1970-05-22,37.9,24.4,16,0,939.75,1006.4,20.15,71,236.5
"507",42920,1970-05-23,38.1,22,11,1.5,938.85,1004.1,18.45,49,215.5
"508",42920,1970-05-24,37.8,23,18,0,937.2,1002.6,17.3,46.5,198
"509",42920,1970-05-25,36.7,21.7,18,0,936.95,1002.05,17.45,46,199.5
"510",42920,1970-05-26,36.8,21.8,15,0,936.15,1001.3,17.05,47,197
"511",42920,1970-05-27,38.8,23.4,16,0,935.8,1001.2,17.9,50,206
"512",42920,1970-05-28,37.3,23.2,15,0,935.9,1001.75,19.6,62,228.5
"513",42920,1970-05-29,37,19.8,10,37,933.1,998.75,20.2,63,236.5
"514",42920,1970-05-30,35.9,22.5,14,0,932.75,998.05,19.75,59.5,231.5
"515",42920,1970-05-31,34.7,22.6,10,23.9,935.25,1000.8,19.3,56.5,224
"516",42920,1970-06-01,34.5,22.6,12,0,937.25,1004.2,20.75,84.5,245
"517",42920,1970-06-02,32.9,21.1,10,25.4,937.3,1003.45,20.55,69,243
"518",42920,1970-06-03,32.2,22.6,18,0,937.2,1003.25,20.95,66.5,248
"519",42920,1970-06-04,32.2,22.6,20,0.2,936.05,1002.1,20.35,67,239
"520",42920,1970-06-05,31.4,22.3,22,0,934.95,1000.75,20.4,63.5,239.5
"521",42920,1970-06-06,33.1,22.4,22,0,935,1000.65,20.35,62.5,239
"522",42920,1970-06-07,32.6,23,21,0,934.45,1000.2,21.45,67.5,255.5
"523",42920,1970-06-08,33.5,21.7,20,0,934.5,1000,20.3,60.5,238
"524",42920,1970-06-09,34.2,22.5,18,0,934.8,1000.9,22.35,78,270.5
"525",42920,1970-06-10,34.1,22.5,18,3.1,934.55,999.95,21.05,62,250
"526",42920,1970-06-11,34.5,24,24,0,934.05,999.85,20.2,63.5,237
"527",42920,1970-06-12,31.8,20.2,27,65.5,933.5,1000.15,21.75,88,260.5
"528",42920,1970-06-13,26.3,21.2,27,18.9,931.65,998.1,21.45,83.5,255.5
"529",42920,1970-06-14,27.6,21,23,8.4,931.25,997.65,21.2,82,252
"530",42920,1970-06-15,27.4,19,24,59.8,932.35,999.35,20.2,88,237
"531",42920,1970-06-16,24.2,20.7,18,8.5,933.3,999.6,20.65,77,243.5
"532",42920,1970-06-17,27.4,20.8,18,2.6,934.45,1000.95,18.75,79.5,220
"533",42920,1970-06-18,26.2,22,13,2.7,936.1,1002,21.45,69,255.5
"534",42920,1970-06-19,31.7,22.6,15,0,936.9,1002.75,20,61,234.5
"535",42920,1970-06-20,32.3,21.6,14,0,938.75,1004.95,20.95,67,248
"536",42920,1970-06-21,32.5,22.3,24,0,939.35,1005.7,20.55,67,242
"537",42920,1970-06-22,31.9,21.6,17,0,937.3,1003.9,21.35,78.5,254.5
"538",42920,1970-06-23,31.6,21.2,19,16.4,936.8,1003.6,21.55,85.5,257
"539",42920,1970-06-24,29.6,21,14,0,936.85,1003.2,21.5,76.5,256.5
"540",42920,1970-06-25,29,22,16,0,936.35,1002.55,21.5,73.5,256.5
"541",42920,1970-06-26,31.2,21.8,11,5,937.1,1003.45,22.8,80.5,277.5
"542",42920,1970-06-27,31.3,22.6,13,0.8,936.8,1003.5,21.45,80.5,255.5
"543",42920,1970-06-28,28.3,21.5,13,11.5,936.9,1003.5,21.25,78,252.5
"544",42920,1970-06-29,28.9,21.3,13,0,937.6,1005.5,20.5,73,241
"545",42920,1970-06-30,30.6,22.3,14,0.2,936.2,1002.6,20.8,75,245.5
"546",42920,1970-07-01,28.9,22,17,0,934.4,1000.9,20.85,77.5,246.5
"547",42920,1970-07-02,27.9,22,19,2.9,935.4,1002.2,21.55,88.5,257
"548",42920,1970-07-03,26.3,21.2,21,5,937.3,1004.35,21.15,88.5,251
"549",42920,1970-07-04,27.4,19.6,22,13.1,936.8,1003.5,21,79.5,249
"550",42920,1970-07-05,29.1,22,27,0.6,936.35,1002.9,21.15,80,251
"551",42920,1970-07-06,29,21.5,30,3.5,934.65,1001.4,21.3,87.5,253
"552",42920,1970-07-07,25.6,21.6,23,11.8,933.25,999.9,21.5,87.5,256.5
"553",42920,1970-07-08,26.8,21.5,17,2.6,932.55,998.85,21.55,80,257
"554",42920,1970-07-09,28.7,21.8,12,0,932.35,998.8,22.6,89.5,274
"555",42920,1970-07-10,28.3,22,15,1,931.55,997.7,22.25,85,268.5
"556",42920,1970-07-11,29.2,22.8,21,1.6,932.75,998.95,21.8,79,261
"557",42920,1970-07-12,29.7,22.4,27,0,934.5,1000.9,20.7,75.5,244
"558",42920,1970-07-13,29,21.6,21,0,936.05,1002.3,20.65,70.5,243.5
"559",42920,1970-07-14,29.9,21.1,20,0.2,936.6,1003.05,20.7,76.5,244
"560",42920,1970-07-15,29.8,21.8,21,0,935.7,1002.05,20.05,70.5,234.5
"561",42920,1970-07-16,29.7,21.5,22,0,935.55,1001.95,19.1,68.5,221.5
"562",42920,1970-07-17,29.4,22,22,1,937.4,1004.3,20.75,84.5,245
"563",42920,1970-07-18,28.6,20.6,16,2.8,936.8,1003.75,21.2,86,251.5
"564",42920,1970-07-19,29,21.5,19,6.3,936.4,1002.85,20.4,71,240
"565",42920,1970-07-20,28.8,21.6,22,0,935,1001.3,20.65,76,243.5
"566",42920,1970-07-21,28,20.8,16,0,935.2,1001.9,21.4,84,254.5
"567",42920,1970-07-22,28,21.3,14,3,937.35,1004.25,21.2,85,252
"568",42920,1970-07-23,28.1,21.5,18,0.6,938.2,1004.8,21.1,76.5,250
"569",42920,1970-07-24,29.3,20.7,15,0,938.75,1005.15,20.7,70.5,244
"570",42920,1970-07-25,29.3,20.2,10,0,937.7,1004.45,20.75,79.5,245
"571",42920,1970-07-26,29.6,21.8,17,0,935.75,1002.5,20.75,83.5,245
"572",42920,1970-07-27,28,20,14,6.9,935.05,1001.6,20.7,78,244
"573",42920,1970-07-28,29.3,19.5,10,0,936.05,1002.7,20.5,79.5,241
"574",42920,1970-07-29,28.2,20.4,12,0,935.75,1002.5,21.05,84.5,249.5
"575",42920,1970-07-30,29,20.9,15,0.3,935.85,1002.45,20.95,80.5,248
"576",42920,1970-07-31,28.5,19.7,13,3.4,936.5,1003.2,20.6,79.5,243
"577",42920,1970-08-01,29.3,21.2,13,2.3,936.85,1003.85,21.6,91,258
"578",42920,1970-08-02,28.2,21,12,1.4,935.55,1002.35,21,84.5,249
"579",42920,1970-08-03,27.5,21.2,16,0,934.8,1001.85,21.65,94,258.5
"580",42920,1970-08-04,28.3,21.5,15,0.9,935.35,1002,21.25,83,252.5
"581",42920,1970-08-05,26.5,20.9,15,4.5,934.9,1001.2,21.5,80.5,256.5
"582",42920,1970-08-06,28.8,21,14,0,934.25,1000.45,21.05,76.5,249.5
"583",42920,1970-08-07,29.5,19.3,14,0,934.45,1000.9,21.05,79.5,249.5
"584",42920,1970-08-08,30.6,20,9,0,934.05,1000.05,20.95,71,248
"585",42920,1970-08-09,32.2,22,16,0,936.65,1003,20.7,72.5,244
"586",42920,1970-08-10,30,21.8,17,0,937.25,1003.95,20.3,77,238
"587",42920,1970-08-11,27.3,20.6,14,0,936.45,1003.1,21.05,80,249.5
"588",42920,1970-08-12,30.1,20.4,16,2,936.35,1003.25,21.3,88,253.5
"589",42920,1970-08-13,28.6,21.1,17,5.5,936.45,1003.6,21.05,90.5,249.5
"590",42920,1970-08-14,23.9,20.8,11,12.8,936.05,1003.15,21.15,88.5,251
"591",42920,1970-08-15,27.5,21,14,3.9,935.3,1002,21.55,85.5,257
"592",42920,1970-08-16,28,21.5,18,1.4,934.9,1001.9,20.9,89.5,247.5
"593",42920,1970-08-17,28.4,21.2,21,20.6,933.25,1000.2,21.3,93.5,253
"594",42920,1970-08-18,24.8,21.2,17,5.7,931.25,997.65,21.95,88.5,263.5
"595",42920,1970-08-19,28.8,21.2,13,18.6,929.8,996.3,21.85,91.5,262
"596",42920,1970-08-20,26.1,21.3,16,3.6,929.85,996.4,21.7,93,259.5
"597",42920,1970-08-21,27.2,21.1,12,2.6,934.75,1001.5,21.4,87.5,255
"598",42920,1970-08-22,27.3,21.4,20,1.6,936.7,1003.5,20.65,80.5,243.5
"599",42920,1970-08-23,27.1,21.4,21,0.9,937.6,1004.5,21.4,88,254.5
"600",42920,1970-08-24,27.2,21.1,24,6.6,937.35,1004.15,21.1,84,250
"601",42920,1970-08-25,27.4,21,22,1.3,937.55,1004.35,20.9,81,247
"602",42920,1970-08-26,27.2,21,19,1.2,938.35,1005.5,20.7,85.5,244
"603",42920,1970-08-27,27.6,21.4,21,1.8,935.7,1002.75,21.05,92,249.5
"604",42920,1970-08-28,24.7,20.8,21,12.3,935,1002.15,20.4,90,239
"605",42920,1970-08-29,24.9,20.9,25,0.1,936.55,1003.35,21.35,88.5,254
"606",42920,1970-08-30,24.8,21,21,1.3,938.65,1005.95,21.35,90.5,254
"607",42920,1970-08-31,27.4,21,23,2.3,937.55,1004.85,20.8,92,245.5
"608",42920,1970-09-01,25.3,20.8,41,11.3,936.55,1003.7,21.05,93.5,249.5
"609",42920,1970-09-02,26.3,21,18,7.8,936.95,1003.85,21.4,87.5,254.5
"610",42920,1970-09-03,27.1,21.4,18,1.1,936.7,1003.85,21.3,94,253.5
"611",42920,1970-09-04,28.3,21,15,1.5,935.95,1002.4,21.7,82,259.5
"612",42920,1970-09-05,29.2,21,14,0,934.9,1001.8,20.95,87,248
"613",42920,1970-09-06,26.6,21,23,0.8,931.8,998.6,20.6,90,243
"614",42920,1970-09-07,23.7,21,22,8.2,935.25,1002.3,21,90,249
"615",42920,1970-09-08,25.6,20.1,14,0.2,937.4,1004,19.55,83.5,227.5
"616",42920,1970-09-09,27.6,20.3,13,2.7,937.95,1005.1,20.4,88.5,239.5
"617",42920,1970-09-10,25.7,19.6,7,0.9,937,1004.05,20.25,85.5,237.5
"618",42920,1970-09-11,28.5,19.2,11,1.7,938.6,1005.45,21,81,249
"619",42920,1970-09-12,28.2,19.6,10,0,938.2,1005,20.7,80,244
"620",42920,1970-09-13,29.1,19.6,9,0,937.8,1004.45,20.5,76.5,241
"621",42920,1970-09-14,29.2,20.5,8,0,938.15,1004.9,20.85,81,246.5
"622",42920,1970-09-15,28.3,18.6,11,0,938.8,1005.7,20,78.5,234
"623",42920,1970-09-16,28.8,19.2,12,0,939.25,1006.3,20.6,82,242.5
"624",42920,1970-09-17,28.8,17.6,11,0,939.35,1006.25,20.55,78.5,242
"625",42920,1970-09-18,30.1,20.3,11,0,939.15,1006.15,20.4,80,239.5
"626",42920,1970-09-19,28.9,19,13,0,937.8,1004.55,20.1,77.5,235
"627",42920,1970-09-20,28.2,18.8,13,0,936.9,1003.45,20.1,75,235
"628",42920,1970-09-21,30.2,18.3,14,0,936.5,1003.25,20.7,82,244
"629",42920,1970-09-22,28.9,21.2,14,6.8,936.2,1001.7,20.7,96,251
"630",42920,1970-09-23,26.1,20.2,13,2.8,935.9,1002.5,20.5,78,241.5
"631",42920,1970-09-24,29.8,20.4,9,0,936.75,1003.4,20.4,78,239.5
"632",42920,1970-09-25,28.1,18.7,10,0,937.85,1004.65,18.7,71,215.5
"633",42920,1970-09-26,28.8,17.5,10,0,939.4,1006.35,18.85,70.5,218
"634",42920,1970-09-27,29.4,17.8,10,0,941.45,1008.45,19.25,74,223
"635",42920,1970-09-28,29.6,19.6,11,0,940,1006.8,19.7,71.5,229.5
"636",42920,1970-09-29,29.8,19.5,12,0,939.5,1006.1,19,67.5,219.5
"637",42920,1970-09-30,31.3,18.9,10,0,939.25,1005.75,19.95,69.5,233
"638",42920,1970-10-01,32,20.3,10,0,940.75,1008.1,20,83.5,234
"639",42920,1970-10-02,31.2,20,4,5.3,941.15,1008.05,20.75,78.5,250
"640",42920,1970-10-03,31.5,20.1,9,45.8,941.9,1008.85,20.35,78,243
"641",42920,1970-10-04,28,19.6,5,0,939.75,1006.4,20.35,73.5,240
"642",42920,1970-10-05,32,20,8,0,938.9,1005.5,19.1,69.5,223.5
